student_id,department,year_of_study,gpa,midterm_score,attendance_percentage,library_checkout_count,canteen_peak_visit_time,campus_wifi_hours_night,assignment_submit_delay_hours,lab_attendance_8am
STU2027114,Computer Science,2,7.06,77.1,63.5,40,12:30-13:30,1.6,1.6,85.5
STU2027115,Mechanical Eng,3,7.28,79.0,78.8,18,13:30-14:30,2.2,-42.6,70.4
STU2027116,Civil Eng,4,5.68,61.0,67.2,25,11:30-12:30,0.7,-41.4,88.3
STU2027117,Civil Eng,4,6.06,55.5,86.8,25,13:30-14:30,2.4,-26.0,72.5
STU2027118,Computer Science,2,5.91,65.8,80.3,28,13:30-14:30,3.2,-20.8,94.1
STU2027119,Computer Science,3,6.68,67.5,63.7,17,12:30-13:30,2.3,4.1,89.0
STU2027120,Civil Eng,3,7.58,56.8,94.0,14,12:30-13:30,4.2,34.0,38.6
STU2027121,Information Tech,1,7.44,74.6,79.8,5,12:30-13:30,0.7,21.4,92.4
STU2027122,Mechanical Eng,2,8.98,96.0,97.0,9,12:30-13:30,1.2,-1.6,74.9
STU2027123,Civil Eng,4,7.75,51.2,91.1,25,12:30-13:30,5.8,8.9,32.1
STU2027124,Electronics & Comm,1,6.88,72.8,79.3,17,13:30-14:30,3.3,-19.1,70.2
STU2027125,Mechanical Eng,2,6.88,35.5,85.5,5,11:30-12:30,4.1,-25.4,60.1
STU2027126,Computer Science,4,6.05,39.5,55.6,5,13:30-14:30,4.1,-45.9,34.3
STU2027127,Civil Eng,4,6.23,36.0,89.5,11,12:30-13:30,3.9,-0.2,56.2
STU2027128,Mechanical Eng,3,7.75,73.1,81.4,8,12:30-13:30,3.1,27.9,88.9
STU2027129,Mechanical Eng,3,7.53,83.7,64.1,7,14:30-15:30,2.8,-20.2,91.7
STU2027130,Civil Eng,1,6.87,50.2,62.7,8,13:30-14:30,3.8,-11.2,64.8
STU2027131,Information Tech,4,6.92,45.5,57.6,9,12:30-13:30,3.8,9.1,35.5
STU2027132,Computer Science,2,6.68,43.9,90.3,27,12:30-13:30,6.6,33.3,50.5
STU2027133,Information Tech,2,5.83,36.4,61.6,40,11:30-12:30,5.6,-20.3,39.8
STU2027134,Civil Eng,3,7.98,49.8,91.7,17,12:30-13:30,4.7,3.6,63.8
STU2027135,Computer Science,2,9.75,75.2,58.9,25,13:30-14:30,6.1,-43.9,35.1
STU2027136,Computer Science,2,7.7,50.6,73.9,32,11:30-12:30,5.2,-27.2,41.4
STU2027137,Civil Eng,4,7.03,73.0,91.1,7,12:30-13:30,2.7,33.8,72.3
STU2027138,Mechanical Eng,2,9.11,61.3,79.1,15,12:30-13:30,3.9,21.7,57.6
STU2027139,Electronics & Comm,1,9.22,66.2,91.8,8,12:30-13:30,5.9,10.7,42.1
STU2027140,Electronics & Comm,1,6.34,62.1,70.5,10,14:30-15:30,1.9,-21.4,87.0
STU2027141,Computer Science,3,5.64,35.0,66.8,35,12:30-13:30,3.9,-2.7,31.5
STU2027142,Information Tech,1,9.21,65.1,94.9,22,12:30-13:30,7.5,25.8,52.1
STU2027143,Computer Science,1,7.09,49.7,81.4,4,13:30-14:30,5.5,-25.8,54.7
STU2027144,Computer Science,1,7.41,71.8,85.6,22,13:30-14:30,2.7,-15.5,94.9
STU2027145,Computer Science,3,9.1,97.8,91.5,45,12:30-13:30,2.7,10.0,90.6
STU2027146,Computer Science,4,7.29,77.9,83.7,10,11:30-12:30,0.9,-43.5,75.6
STU2027147,Civil Eng,1,6.68,37.3,63.5,2,13:30-14:30,4.0,-31.5,36.1
STU2027148,Information Tech,3,6.01,35.0,75.0,44,11:30-12:30,6.4,-43.2,33.0
STU2027149,Computer Science,2,6.87,62.5,81.9,29,12:30-13:30,0.6,-1.7,74.9
STU2027150,Electronics & Comm,3,9.1,60.1,82.6,3,11:30-12:30,6.8,-27.9,36.7
STU2027151,Mechanical Eng,2,6.7,64.8,79.3,11,11:30-12:30,3.4,-34.3,94.2
STU2027152,Civil Eng,3,5.9,60.7,70.3,23,13:30-14:30,3.0,-3.9,92.4
STU2027153,Computer Science,4,6.17,35.0,79.5,11,12:30-13:30,7.5,3.5,45.2
STU2027154,Information Tech,3,5.89,53.2,88.3,36,11:30-12:30,2.3,-14.6,83.6
STU2027155,Civil Eng,2,7.51,42.8,68.9,5,12:30-13:30,4.4,20.8,53.0
STU2027156,Computer Science,2,7.31,40.7,69.4,29,12:30-13:30,5.0,17.4,33.5
STU2027157,Computer Science,4,8.98,64.3,74.6,10,13:30-14:30,4.5,-9.7,45.2
STU2027158,Information Tech,3,7.57,72.7,72.2,44,14:30-15:30,0.8,-21.1,96.9
STU2027159,Civil Eng,4,8.83,89.2,96.0,21,14:30-15:30,3.3,3.2,70.8
STU2027160,Information Tech,2,9.59,100.0,79.4,17,11:30-12:30,1.5,-31.6,89.2
STU2027161,Electronics & Comm,3,7.47,81.5,62.1,4,12:30-13:30,0.5,2.6,74.3
STU2027162,Electronics & Comm,4,5.89,35.3,65.5,13,12:30-13:30,5.3,-0.9,59.6
STU2027163,Information Tech,4,8.5,55.2,94.3,5,13:30-14:30,5.2,-27.5,59.1
STU2027164,Mechanical Eng,2,7.22,78.8,69.1,19,12:30-13:30,2.5,-2.1,89.6
STU2027165,Civil Eng,1,6.45,41.2,81.2,21,13:30-14:30,5.9,-16.2,42.9
STU2027166,Civil Eng,1,8.28,82.7,60.9,22,12:30-13:30,1.8,2.4,76.1
STU2027167,Electronics & Comm,3,6.84,35.7,84.0,14,11:30-12:30,3.9,-11.8,39.1
STU2027168,Computer Science,4,8.97,64.1,69.9,7,13:30-14:30,5.6,-31.1,53.0
STU2027169,Information Tech,4,8.45,58.9,55.5,15,11:30-12:30,5.1,-34.3,53.5
STU2027170,Computer Science,4,7.66,43.2,88.6,7,11:30-12:30,5.5,4.0,59.5
STU2027171,Information Tech,4,9.24,96.2,58.4,18,12:30-13:30,0.5,28.3,97.5
STU2027172,Civil Eng,4,5.71,56.5,67.1,23,13:30-14:30,1.4,-28.4,84.2
STU2027173,Civil Eng,3,8.4,81.7,88.0,16,12:30-13:30,0.7,8.3,77.7
STU2027174,Computer Science,1,7.04,50.6,56.6,25,11:30-12:30,5.7,-40.3,38.7
STU2027175,Civil Eng,4,9.34,59.9,69.9,25,14:30-15:30,3.7,-4.5,51.6
STU2027176,Information Tech,4,5.67,61.4,69.0,5,13:30-14:30,0.8,-27.8,87.7
STU2027177,Computer Science,3,9.49,100.0,87.2,35,12:30-13:30,3.5,25.5,70.6
STU2027178,Computer Science,4,9.65,67.4,89.1,9,12:30-13:30,4.5,23.5,64.8
STU2027179,Computer Science,3,7.97,50.4,64.3,31,11:30-12:30,7.0,-12.4,39.6
STU2027180,Information Tech,4,9.41,87.5,84.2,6,12:30-13:30,2.4,6.3,81.8
STU2027181,Civil Eng,3,5.92,35.0,64.7,21,13:30-14:30,5.5,-4.2,37.7
STU2027182,Information Tech,4,8.23,75.8,69.1,13,12:30-13:30,3.2,28.7,97.0
STU2027183,Electronics & Comm,4,9.17,66.3,76.5,23,12:30-13:30,4.2,29.9,36.0
STU2027184,Computer Science,4,7.91,78.1,69.8,12,12:30-13:30,2.0,13.5,98.6
STU2027185,Civil Eng,1,6.17,37.4,80.2,11,13:30-14:30,4.9,-18.5,49.8
STU2027186,Civil Eng,2,7.11,66.5,78.1,8,12:30-13:30,3.1,35.7,97.5
STU2027187,Information Tech,3,6.27,38.5,61.8,39,12:30-13:30,5.9,3.9,55.7
STU2027188,Information Tech,3,6.87,76.7,70.6,25,13:30-14:30,1.2,-21.4,95.7
STU2027189,Information Tech,4,6.47,35.0,72.4,7,11:30-12:30,5.8,-26.8,40.0
STU2027190,Computer Science,3,8.78,59.7,83.2,28,12:30-13:30,5.3,11.8,33.4
STU2027191,Computer Science,2,6.1,35.0,81.7,25,14:30-15:30,7.5,-15.7,51.0
STU2027192,Electronics & Comm,4,8.44,89.6,95.9,18,12:30-13:30,0.7,30.4,87.4
STU2027193,Electronics & Comm,4,7.09,78.3,92.6,11,12:30-13:30,1.7,-2.3,97.2
STU2027194,Computer Science,2,7.98,57.2,74.7,29,11:30-12:30,5.3,-21.5,45.5
STU2027195,Computer Science,3,9.25,86.7,94.1,36,13:30-14:30,2.2,-12.1,90.9
STU2027196,Information Tech,4,9.21,96.0,58.0,21,11:30-12:30,3.4,-13.7,77.5
STU2027197,Information Tech,1,7.39,79.8,90.6,3,13:30-14:30,0.9,-28.7,93.5
STU2027198,Information Tech,4,7.34,79.3,60.3,5,13:30-14:30,1.5,-9.7,77.6
STU2027199,Mechanical Eng,4,8.32,80.5,61.1,24,12:30-13:30,2.2,-2.0,84.0
STU2027200,Civil Eng,2,8.76,61.5,69.7,10,12:30-13:30,5.3,19.4,41.6
STU2027201,Electronics & Comm,2,7.74,47.8,56.1,24,12:30-13:30,6.7,1.5,49.7
STU2027202,Mechanical Eng,4,8.57,80.9,84.0,14,12:30-13:30,1.6,5.5,93.4
STU2027203,Electronics & Comm,1,9.16,90.2,80.1,18,12:30-13:30,1.5,11.6,70.3
STU2027204,Information Tech,2,9.68,69.1,82.7,44,12:30-13:30,4.6,14.9,47.5
STU2027205,Electronics & Comm,4,6.25,61.4,93.6,9,12:30-13:30,0.6,1.2,97.5
STU2027206,Information Tech,1,8.29,50.2,70.3,18,13:30-14:30,3.7,-0.4,61.9
STU2027207,Electronics & Comm,3,8.36,77.9,72.1,19,12:30-13:30,1.2,29.7,79.6
STU2027208,Information Tech,1,9.67,73.0,57.4,24,13:30-14:30,4.5,1.6,38.7
STU2027209,Electronics & Comm,2,8.47,86.3,74.6,8,11:30-12:30,0.8,-9.1,87.7
STU2027210,Computer Science,2,7.75,79.7,57.6,32,12:30-13:30,2.1,31.1,87.0
STU2027211,Computer Science,3,8.9,62.4,58.1,33,11:30-12:30,3.8,-36.6,45.5
STU2027212,Civil Eng,3,7.95,47.2,80.0,8,13:30-14:30,6.5,-16.8,33.9
STU2027213,Information Tech,4,9.77,100.0,65.8,17,12:30-13:30,3.4,16.1,77.9
STU2027214,Mechanical Eng,3,9.23,90.1,65.7,7,12:30-13:30,2.4,15.0,86.3
STU2027215,Mechanical Eng,4,7.63,56.1,62.7,12,13:30-14:30,5.8,-14.2,53.6
STU2027216,Information Tech,2,6.33,61.6,59.7,30,13:30-14:30,2.1,-42.5,78.9
STU2027217,Mechanical Eng,2,7.96,84.8,61.6,21,13:30-14:30,1.6,-12.9,92.2
STU2027218,Mechanical Eng,4,8.31,50.0,88.9,11,12:30-13:30,6.0,10.2,39.4
STU2027219,Mechanical Eng,3,8.62,87.9,90.7,2,13:30-14:30,2.7,-7.6,78.9
STU2027220,Civil Eng,1,9.67,65.4,70.2,24,11:30-12:30,6.1,-37.3,64.1
STU2027221,Mechanical Eng,3,9.08,92.4,56.0,8,13:30-14:30,3.5,-15.3,81.1
STU2027222,Civil Eng,3,5.96,64.2,65.5,3,12:30-13:30,2.8,27.0,83.9
STU2027223,Civil Eng,4,6.57,46.6,97.4,19,12:30-13:30,4.6,10.1,32.1
STU2027224,Mechanical Eng,1,7.53,79.8,92.9,6,13:30-14:30,1.0,-16.7,98.3
STU2027225,Information Tech,2,7.92,82.5,73.8,41,12:30-13:30,2.8,6.9,85.9
STU2027226,Computer Science,2,8.82,64.1,57.9,43,13:30-14:30,6.0,-7.0,54.9
STU2027227,Electronics & Comm,2,6.88,77.0,64.8,21,12:30-13:30,3.0,25.7,75.8
STU2027228,Computer Science,2,6.01,54.6,72.7,44,12:30-13:30,3.3,35.6,84.1
STU2027229,Mechanical Eng,1,7.93,55.4,97.8,11,12:30-13:30,7.2,18.6,60.6
STU2027230,Computer Science,1,7.93,48.4,96.9,4,13:30-14:30,6.0,-17.6,48.6
STU2027231,Civil Eng,2,8.73,87.3,88.0,25,13:30-14:30,3.5,-39.9,78.0
STU2027232,Mechanical Eng,1,6.28,35.0,79.7,2,14:30-15:30,3.7,-26.7,57.3
STU2027233,Mechanical Eng,1,8.18,77.4,71.8,20,13:30-14:30,0.6,-12.2,79.3
STU2027234,Mechanical Eng,4,8.31,50.5,63.6,20,13:30-14:30,6.3,-39.9,62.4
STU2027235,Electronics & Comm,2,6.83,49.3,59.3,13,11:30-12:30,4.2,2.6,63.1
STU2027236,Mechanical Eng,3,9.49,100.0,83.3,8,12:30-13:30,1.9,26.7,74.7
STU2027237,Computer Science,2,9.27,86.2,95.6,42,13:30-14:30,1.4,-8.8,97.5
STU2027238,Civil Eng,1,7.42,79.9,72.2,7,11:30-12:30,1.9,-21.1,81.0
STU2027239,Information Tech,1,6.2,38.5,64.0,15,14:30-15:30,7.1,-37.9,55.9
STU2027240,Computer Science,3,7.56,51.1,76.9,45,12:30-13:30,7.1,30.2,30.6
STU2027241,Mechanical Eng,3,9.57,93.3,91.0,4,14:30-15:30,3.5,-13.5,94.6
STU2027242,Civil Eng,4,5.57,37.2,96.5,7,13:30-14:30,5.6,-18.1,61.4
STU2027243,Electronics & Comm,2,6.1,57.9,75.2,11,13:30-14:30,0.8,-28.3,87.3
STU2027244,Civil Eng,2,7.3,42.2,62.5,13,12:30-13:30,4.1,31.0,35.3
STU2027245,Computer Science,2,5.63,62.8,63.8,15,12:30-13:30,3.3,27.1,80.8
STU2027246,Mechanical Eng,1,9.32,72.8,56.5,21,12:30-13:30,6.6,24.6,62.0
STU2027247,Electronics & Comm,2,5.93,54.1,70.0,16,14:30-15:30,2.1,4.1,82.2
STU2027248,Information Tech,4,6.08,35.7,80.9,6,14:30-15:30,5.0,-30.9,40.9
STU2027249,Information Tech,3,9.61,100.0,83.7,19,12:30-13:30,1.2,4.0,84.3
STU2027250,Electronics & Comm,2,6.47,71.7,58.5,9,11:30-12:30,1.2,-34.7,81.7
STU2027251,Mechanical Eng,3,8.55,51.4,74.9,6,12:30-13:30,4.6,8.4,48.1
STU2027252,Mechanical Eng,2,7.99,79.1,95.2,8,11:30-12:30,0.7,3.9,96.3
STU2027253,Computer Science,2,8.23,75.8,90.9,42,12:30-13:30,2.2,9.1,81.5
STU2027254,Information Tech,4,7.44,53.9,64.2,18,12:30-13:30,4.8,32.9,49.1
STU2027255,Mechanical Eng,2,6.6,37.8,89.7,12,12:30-13:30,3.9,26.3,49.2
STU2027256,Mechanical Eng,1,8.86,83.2,73.3,5,14:30-15:30,0.7,-41.6,85.8
STU2027257,Mechanical Eng,2,9.26,71.7,68.2,18,13:30-14:30,3.6,-38.3,64.5
STU2027258,Information Tech,2,6.11,35.0,84.3,39,12:30-13:30,5.9,1.2,37.0
STU2027259,Information Tech,1,8.94,90.6,70.6,5,12:30-13:30,2.1,22.9,97.5
STU2027260,Information Tech,2,9.13,93.6,87.3,23,13:30-14:30,1.6,-45.4,97.3
STU2027261,Civil Eng,3,7.18,70.2,77.4,11,13:30-14:30,3.4,-48.0,83.8
STU2027262,Mechanical Eng,3,6.4,35.0,86.5,17,11:30-12:30,4.7,-4.4,32.3
STU2027263,Electronics & Comm,4,8.88,94.5,82.8,10,11:30-12:30,3.2,-40.6,75.6
STU2027264,Civil Eng,1,8.62,64.8,80.2,12,12:30-13:30,5.2,-4.6,37.2
STU2027265,Computer Science,3,7.75,52.1,88.2,32,13:30-14:30,4.7,-8.6,38.1
STU2027266,Civil Eng,2,5.8,36.0,97.1,14,14:30-15:30,6.9,-3.6,41.9
STU2027267,Mechanical Eng,1,8.2,88.3,73.3,11,12:30-13:30,1.7,4.2,90.6
STU2027268,Computer Science,1,9.79,65.0,80.9,24,12:30-13:30,4.7,34.5,42.7
STU2027269,Civil Eng,1,8.24,79.9,92.2,18,12:30-13:30,2.5,8.5,91.0
STU2027270,Mechanical Eng,3,5.86,35.0,59.3,23,12:30-13:30,6.1,5.9,38.5
STU2027271,Civil Eng,4,8.11,60.4,92.4,22,13:30-14:30,5.2,2.6,31.5
STU2027272,Information Tech,1,6.01,67.5,87.9,14,12:30-13:30,3.0,24.4,89.5
STU2027273,Computer Science,3,8.28,63.1,73.9,40,12:30-13:30,3.7,20.8,60.2
STU2027274,Civil Eng,1,6.43,41.7,62.8,2,12:30-13:30,4.9,24.9,41.5
STU2027275,Mechanical Eng,3,9.02,64.0,69.8,16,11:30-12:30,7.3,-10.9,38.7
STU2027276,Mechanical Eng,2,6.4,39.8,88.1,7,12:30-13:30,4.3,29.6,41.3
STU2027277,Computer Science,3,7.01,46.8,78.1,44,12:30-13:30,6.1,24.6,63.8
STU2027278,Civil Eng,3,8.17,49.8,82.5,12,12:30-13:30,5.8,28.0,37.1
STU2027279,Mechanical Eng,2,9.63,100.0,68.9,19,13:30-14:30,1.3,-32.3,86.9
STU2027280,Information Tech,2,7.21,74.6,84.9,27,13:30-14:30,1.9,-2.8,72.6
STU2027281,Electronics & Comm,3,7.79,44.7,72.1,11,13:30-14:30,6.9,-15.5,33.6
STU2027282,Computer Science,3,9.8,100.0,74.0,30,12:30-13:30,0.8,4.2,85.9
STU2027283,Electronics & Comm,2,9.26,68.5,73.9,21,14:30-15:30,6.2,-22.4,35.1
STU2027284,Civil Eng,4,7.89,80.1,97.9,20,12:30-13:30,1.8,31.4,75.4
STU2027285,Civil Eng,3,8.54,60.6,97.2,9,14:30-15:30,6.1,-31.0,39.2
STU2027286,Mechanical Eng,1,9.62,72.7,60.8,6,12:30-13:30,6.5,-1.0,64.5
STU2027287,Information Tech,4,7.8,53.9,59.5,19,13:30-14:30,6.3,-4.5,38.0
STU2027288,Electronics & Comm,4,6.66,39.4,91.0,7,11:30-12:30,3.7,-46.8,45.3
STU2027289,Civil Eng,1,9.35,68.5,75.5,10,14:30-15:30,5.4,-17.8,32.2
STU2027290,Computer Science,4,7.35,77.0,87.9,24,12:30-13:30,1.4,22.7,81.5
STU2027291,Mechanical Eng,2,7.95,52.4,92.7,12,12:30-13:30,7.1,30.4,35.0
STU2027292,Information Tech,1,8.56,88.1,70.4,25,12:30-13:30,1.3,1.6,98.3
STU2027293,Electronics & Comm,2,9.71,76.8,88.3,25,14:30-15:30,7.4,-41.7,59.3
STU2027294,Computer Science,1,9.57,69.8,79.7,6,12:30-13:30,7.1,29.7,43.6
STU2027295,Electronics & Comm,1,6.84,63.4,62.6,8,12:30-13:30,3.5,4.3,77.3
STU2027296,Computer Science,3,7.44,68.8,59.0,36,12:30-13:30,2.3,10.3,95.5
STU2027297,Electronics & Comm,1,9.64,89.9,77.8,20,14:30-15:30,0.5,-28.1,81.2
STU2027298,Computer Science,2,6.31,62.0,81.7,44,13:30-14:30,1.8,-39.8,76.3
STU2027299,Mechanical Eng,2,9.33,71.4,85.4,2,13:30-14:30,6.7,-15.0,36.2
STU2027300,Information Tech,1,8.97,85.6,68.4,5,12:30-13:30,2.5,15.4,80.1
STU2027301,Information Tech,2,9.79,69.8,94.6,29,12:30-13:30,7.1,33.7,62.5
STU2027302,Information Tech,1,6.95,65.9,70.7,13,12:30-13:30,2.2,-2.6,93.7
STU2027303,Civil Eng,1,9.15,63.5,58.9,18,13:30-14:30,5.1,-27.1,61.9
STU2027304,Information Tech,2,6.72,39.4,60.8,27,12:30-13:30,5.8,-1.6,40.3
STU2027305,Computer Science,4,5.95,35.0,79.1,23,13:30-14:30,4.8,-11.0,40.7
STU2027306,Information Tech,1,6.31,36.4,58.8,12,11:30-12:30,6.7,-8.8,56.2
STU2027307,Information Tech,1,5.7,51.6,68.0,15,13:30-14:30,1.8,-8.9,98.0
STU2027308,Information Tech,2,7.69,77.2,84.3,22,11:30-12:30,0.8,-10.2,76.2
STU2027309,Computer Science,2,7.63,51.8,79.6,18,14:30-15:30,4.8,1.0,31.6
STU2027310,Computer Science,2,8.34,82.6,94.4,44,12:30-13:30,2.8,29.3,75.1
STU2027311,Computer Science,2,6.11,36.7,65.6,42,12:30-13:30,5.2,32.0,60.9
STU2027312,Mechanical Eng,2,9.54,75.5,83.1,14,13:30-14:30,6.9,-33.3,44.3
STU2027313,Electronics & Comm,4,6.59,36.1,55.4,24,11:30-12:30,5.3,-36.2,31.5
STU2027314,Computer Science,1,6.18,58.1,89.0,23,13:30-14:30,1.0,-10.1,85.6
STU2027315,Civil Eng,3,7.81,57.4,67.2,8,13:30-14:30,4.5,2.4,33.8
STU2027316,Information Tech,4,6.36,59.0,77.3,14,11:30-12:30,0.7,-38.2,83.9
STU2027317,Computer Science,2,7.37,43.5,70.9,31,12:30-13:30,5.7,26.4,45.5
STU2027318,Electronics & Comm,2,8.62,92.4,56.9,7,12:30-13:30,0.6,9.4,74.4
STU2027319,Electronics & Comm,1,7.18,68.1,61.6,23,11:30-12:30,2.5,-9.8,71.8
STU2027320,Computer Science,4,5.8,37.9,65.6,3,14:30-15:30,4.2,-42.1,49.5
STU2027321,Computer Science,4,7.73,53.6,55.8,5,11:30-12:30,5.5,-11.7,55.3
STU2027322,Computer Science,4,5.51,61.9,57.5,3,13:30-14:30,3.2,-18.1,86.4
STU2027323,Computer Science,1,8.29,59.5,94.2,16,12:30-13:30,7.1,32.3,52.6
STU2027324,Electronics & Comm,4,8.13,48.4,69.8,19,11:30-12:30,7.4,-1.4,45.9
STU2027325,Electronics & Comm,2,6.73,45.1,86.4,25,11:30-12:30,7.2,-46.9,43.6
STU2027326,Mechanical Eng,2,5.68,35.0,72.6,22,11:30-12:30,6.7,-29.3,59.8
STU2027327,Civil Eng,4,9.3,66.4,74.8,23,12:30-13:30,3.7,11.4,63.3
STU2027328,Information Tech,2,6.56,36.4,85.6,26,13:30-14:30,4.5,-0.3,63.2
STU2027329,Information Tech,4,7.11,72.8,68.2,21,12:30-13:30,3.2,11.9,83.6
STU2027330,Electronics & Comm,2,6.95,44.5,93.3,2,14:30-15:30,5.1,-11.2,62.8
STU2027331,Civil Eng,2,6.68,42.4,87.1,8,13:30-14:30,4.4,-40.0,35.5
STU2027332,Mechanical Eng,4,6.56,38.2,86.8,18,13:30-14:30,5.8,-9.0,47.0
STU2027333,Computer Science,1,8.88,82.8,58.7,12,13:30-14:30,0.6,1.4,95.0
STU2027334,Mechanical Eng,2,8.7,89.6,96.2,16,12:30-13:30,2.7,14.5,71.9
STU2027335,Electronics & Comm,3,6.8,64.1,89.5,21,11:30-12:30,1.6,-26.3,95.5
STU2027336,Information Tech,4,8.51,64.1,67.1,16,14:30-15:30,6.4,-42.9,38.7
STU2027337,Computer Science,2,9.28,64.4,75.3,26,14:30-15:30,3.8,1.3,56.8
STU2027338,Information Tech,2,7.42,50.3,55.9,17,12:30-13:30,3.9,31.3,53.5
STU2027339,Computer Science,2,6.08,69.5,67.9,36,13:30-14:30,3.3,-37.6,74.3
STU2027340,Mechanical Eng,3,8.56,90.9,95.8,20,11:30-12:30,1.1,-25.9,87.5
STU2027341,Electronics & Comm,3,9.16,98.5,63.3,7,12:30-13:30,2.5,-2.9,85.1
STU2027342,Electronics & Comm,3,6.63,74.9,97.8,23,12:30-13:30,2.9,-1.7,77.9
STU2027343,Information Tech,1,6.06,42.3,97.1,17,12:30-13:30,4.9,10.6,55.7
STU2027344,Computer Science,3,8.5,54.0,69.4,25,12:30-13:30,6.1,0.4,59.9
STU2027345,Mechanical Eng,3,7.88,86.0,76.0,23,11:30-12:30,2.4,0.4,96.5
STU2027346,Information Tech,1,5.6,35.5,60.5,20,11:30-12:30,5.8,-5.5,38.5
STU2027347,Computer Science,1,5.54,35.0,55.6,22,11:30-12:30,6.1,3.2,60.5
STU2027348,Civil Eng,3,8.88,85.0,59.6,4,13:30-14:30,1.4,-38.2,90.4
STU2027349,Computer Science,1,7.36,72.9,84.5,8,12:30-13:30,2.0,14.5,90.8
STU2027350,Electronics & Comm,4,8.1,87.4,63.0,7,11:30-12:30,2.5,-21.1,89.6
STU2027351,Computer Science,2,9.69,74.2,66.3,39,11:30-12:30,6.6,-44.0,50.1
STU2027352,Electronics & Comm,3,8.75,85.2,64.8,22,12:30-13:30,3.3,6.7,94.2
STU2027353,Civil Eng,3,9.05,56.5,86.6,7,12:30-13:30,4.2,-2.3,52.9
STU2027354,Computer Science,4,6.98,50.1,86.5,24,13:30-14:30,4.8,-24.4,58.6
STU2027355,Computer Science,3,8.03,83.9,94.4,23,11:30-12:30,3.0,-9.5,89.8
STU2027356,Mechanical Eng,4,7.04,71.3,89.9,25,12:30-13:30,3.1,2.8,78.7
STU2027357,Information Tech,2,5.68,35.0,70.2,27,13:30-14:30,3.8,-23.4,46.2
STU2027358,Civil Eng,4,6.16,68.5,86.7,14,13:30-14:30,3.2,4.5,97.5
STU2027359,Electronics & Comm,4,7.07,49.9,73.7,8,14:30-15:30,6.2,-43.0,61.7
STU2027360,Civil Eng,4,6.14,59.7,69.5,19,14:30-15:30,0.7,-33.3,81.4
STU2027361,Electronics & Comm,4,8.11,81.8,76.5,13,12:30-13:30,3.5,34.4,94.7
STU2027362,Computer Science,3,8.54,86.1,81.1,30,12:30-13:30,1.5,-4.5,85.0
STU2027363,Mechanical Eng,2,6.96,42.1,68.4,12,12:30-13:30,4.8,24.7,51.4
STU2027364,Electronics & Comm,3,7.93,76.4,75.4,24,14:30-15:30,0.6,-35.6,80.7
STU2027365,Mechanical Eng,4,8.88,66.4,78.9,12,11:30-12:30,4.5,-6.6,41.6
STU2027366,Information Tech,2,8.54,57.7,81.2,25,13:30-14:30,6.2,-20.9,38.7
STU2027367,Computer Science,4,8.73,89.6,81.8,25,13:30-14:30,1.1,-33.9,84.2
STU2027368,Civil Eng,4,8.84,94.3,89.0,9,11:30-12:30,2.4,-36.2,74.1
STU2027369,Computer Science,3,7.03,37.4,81.7,25,12:30-13:30,4.4,19.8,57.4
STU2027370,Information Tech,2,9.04,69.1,82.8,38,13:30-14:30,7.2,-1.1,50.9
STU2027371,Information Tech,3,6.57,42.9,71.2,24,12:30-13:30,5.4,-4.0,59.8
STU2027372,Civil Eng,1,7.09,46.6,88.4,16,11:30-12:30,7.5,-7.8,45.6
STU2027373,Computer Science,3,7.46,47.1,63.5,15,12:30-13:30,4.7,0.1,40.0
STU2027374,Mechanical Eng,4,7.09,42.9,68.6,14,12:30-13:30,5.5,2.3,49.3
STU2027375,Information Tech,1,8.27,55.9,68.9,24,13:30-14:30,5.8,-41.0,31.4
STU2027376,Computer Science,1,6.1,56.2,59.4,13,12:30-13:30,1.6,8.9,90.7
STU2027377,Civil Eng,3,8.73,58.3,76.2,6,12:30-13:30,4.3,17.5,48.4
STU2027378,Computer Science,2,7.43,52.0,60.0,32,12:30-13:30,6.9,-4.0,39.1
STU2027379,Electronics & Comm,4,5.68,63.7,64.4,12,12:30-13:30,2.1,10.9,74.4
STU2027380,Civil Eng,1,7.69,76.6,67.5,8,11:30-12:30,0.7,-16.7,90.7
STU2027381,Electronics & Comm,2,8.01,55.6,55.3,7,13:30-14:30,5.4,-26.9,50.4
STU2027382,Electronics & Comm,1,9.44,95.2,87.0,8,11:30-12:30,2.5,-8.0,86.1
STU2027383,Mechanical Eng,3,6.34,63.9,93.6,22,12:30-13:30,3.2,22.5,88.9
STU2027384,Civil Eng,2,6.29,35.0,56.8,20,12:30-13:30,6.1,25.2,56.0
STU2027385,Mechanical Eng,2,9.31,95.6,90.2,10,12:30-13:30,3.0,3.9,71.6
STU2027386,Computer Science,3,5.55,35.0,90.7,25,12:30-13:30,6.5,13.8,37.2
STU2027387,Civil Eng,2,9.46,64.9,75.6,4,14:30-15:30,4.7,-15.3,57.8
STU2027388,Computer Science,1,8.16,58.0,91.9,20,12:30-13:30,7.1,34.4,62.6
STU2027389,Computer Science,1,7.08,46.7,82.8,22,12:30-13:30,7.3,-4.1,56.0
STU2027390,Computer Science,1,6.8,37.6,66.3,22,12:30-13:30,7.0,25.5,61.1
STU2027391,Computer Science,4,6.25,35.0,59.8,10,12:30-13:30,5.6,6.1,45.9
STU2027392,Information Tech,4,5.77,57.2,84.7,15,11:30-12:30,2.0,-4.0,81.5
